name;nodes
Partito Democratico della Sinistra-11;CHIARANTE Giuseppe Antonio,RANIERI Umberto,TEDESCO TATO' Giglia,BARBIERI Silvia,PEDRAZZI Anna Maria,ROGNONI Carlo,BENVENUTI Roberto,PELLEGATTI Ivana,PINNA Mario,ALBERICI Aureliana,BRUTTI Massimo,CAVAZZUTI Filippo,CHIAROMONTE Gerardo,MIGONE Gian Giacomo,MINUCCI Adalberto,SALVI Cesare,SCIVOLETTO Concetto,SENESI Giovanna,SMURAGLIA Carlo,SPOSETTI Ugo,VISCO Vincenzo,ALBERICI Aureliana,ANDREINI Elios,ANGELONI Luana,BACCHIN Maurizio,BARBIERI Silvia,BENVENUTI Roberto,BETTONI BRANDANI Monica,BOLDRINI Arrigo,BORATTO Alcibiade,BORRONI Roberto,BRATINA Diodato (Darko),BRESCIA Giuseppe,BRINA Alfio,BRUTTI Massimo,BUCCIARELLI Anna Maria,CAVAZZUTI Filippo,CHERCHI Salvatore,CHIARANTE Giuseppe Antonio,CHIAROMONTE Gerardo,D'ALESSANDRO PRISCO Franca,DANIELE GALDI Maria Grazia,FABJ Ada Valeria,FORCIERI Giovanni Lorenzo,FRANCHI Antonio,GAROFALO Carmine,GIANOTTI Lorenzo,GIOVANELLI Fausto,GIOVANOLLA Pierangelo,GRAZIANI Augusto Guido,GRECO Francesco,GUERZONI Luciano,LAMA Luciano,LONDEI Giorgio,LORETO Rocco Vito,LUONGO Giuseppe,MASIELLO Cosimo Ennio,MESORACA Maurizio,MIGONE Gian Giacomo,MINUCCI Adalberto,NERLI Francesco,NOCCHI Venanzio,PAGANO Maria Grazia,PECCHIOLI Ugo,PEDRAZZI Anna Maria,PELELLA Enrico,PELLEGATTI Ivana,PELLEGRINO Giovanni,PERUZZA Paolo,PEZZONI Marco,PIERANI Terzo,PINNA Mario,RANIERI Umberto,ROGNONI Carlo,RUSSO Michelangelo,SALVI Cesare,SCIVOLETTO Concetto,SENESI Giovanna,SMURAGLIA Carlo,SPOSETTI Ugo,STEFANINI Marcello,STEFANO Ippazio,TADDEI Maria,TEDESCO TATO' Giglia,TORLONTANO Glauco,TOSSI Graziella,TRONTI Mario,VISCO Vincenzo,ZUFFA Grazia
Partito Socialista Italiano-11;ACQUAVIVA Gennaro,CICCHITTO Fabrizio,FABBRI Fabio,CASTIGLIONE Franco,SCHEDA Roberto,SELLITTI Michele,BALDINI Massimo,ROMEO Domenico,CIMINO Francesco,COCCIU Mario Giacomo,CUTRERA Achille,INNAMORATO Antonio Mario,PISCHEDDA Antonio,ACQUAVIVA Gennaro,AGNELLI Arduino,ANESI Ezio,BALDINI Massimo,BOBBIO Norberto,BONIVER Margherita,CALVI Maurizio,CAPPIELLO Alma,CASOLI Giorgio,CASTIGLIONE Franco,CICCHITTO Fabrizio,CIMINO Francesco,COCCIU Mario Giacomo,COVATTA Luigi,CUTRERA Achille,DE MARTINO Francesco,DELL'OSSO Costantino,FABBRI Fabio,FOGU Paolo,FORTE Francesco,FRANZA Luigi,FRASCA Salvatore,GALUPPO Raimondo,GANGI Giorgio,GIORGI Luciano,GIUGNI Gino,INNAMORATO Antonio Mario,LIBERATORI Vittorio,MANIERI Maria Rosaria,MARINUCCI Elena,MARNIGA Vittorio,MURATORE Antonio,PIERRI Luigi,PISCHEDDA Antonio,PIZZO Pietro,PUTIGNANO Nicola,RAPISARDA Santi,REVIGLIO Franco,RICEVUTO Giovanni,RIVIERA Armando,ROMEO Domenico,RUFFOLO Giorgio,RUSSO Giuseppe,RUSSO Raffaele,SCEVAROLLI Gino,SCHEDA Roberto,SELLITTI Michele,STRUFFI Massimo,VOZZI Antonio,ZAPPASODI Wolfango,ZITO Sisinio
Repubblicano-11;GUALTIERI Libero,COVI Giorgio,DIPAOLA Giuseppe,GIUNTA Roberto,BENETTON Luciano,COVI Giorgio,DIPAOLA Giuseppe,FERRARA SALUTE Giovanni,GARRAFFA Vincenzo,GIUNTA Roberto,GUALTIERI Libero,MACCANICO Antonio,SPADOLINI Giovanni,STEFANELLI Armando,VALIANI Leo,VISENTINI Bruno
Rifondazione Comunista-11;LIBERTINI Lucio,SALVATO Ersilia,CROCETTA Salvatore,LOPEZ Gennaro,DIONISI Angelo,VINCI Luigi,BOFFARDI Giuliano,CONDARCURI Virgilio,COSSUTTA Armando,CROCETTA Salvatore,DIONISI Angelo,FAGNI Edda,GALDELLI Primo,GIOLLO Roberto,GRASSANI Luigi,ICARDI Adriano,LIBERTINI Lucio,LOPEZ Gennaro,MANNA Luigi,MANZI Luciano,MARCHETTI Fausto,MERIGGI Luigi,PARISI Vittorio,PICCOLO Francesco Raffaele,SALVATO Ersilia,SARTORI Aldo,VINCI Luigi
Misto-11;RIZ Roland,BISCARDI Luigi,AGNELLI Giovanni,ANESI Ezio,BISCARDI Luigi,BONO Vincenza,CANDIOTO Francesco,CANNARIATO Girolamo,CARNITI Pietro Secondo,COMPAGNA Luigi,COPPI Antonio Michele,COSSIGA Francesco,DE PAOLI Elidio,DUJANY Cesare,FERRARA Pasquale,FERRARA Vito,FERRARI Karl,GRECO Francesco,MAISANO GRASSI Giuseppina,MANCUSO Carmine,MARTELLI Valentino,MOLINARI Emilio,PAIRE Giacomo,PROCACCI Annamaria,RIZ Roland,ROCCHI Carla,RONZANI Pierluigi,RUBNER Hans,SCOGNAMIGLIO PASINI Carlo Luigi
Liberale-11;COMPAGNA Luigi,PAIRE Giacomo,CANDIOTO Francesco,MARTELLI Valentino,SCOGNAMIGLIO PASINI Carlo Luigi
Verdi - La Rete-11;ROCCHI Carla,MANCUSO Carmine,MOLINARI Emilio,CANNARIATO Girolamo,FERRARA Vito,MAISANO GRASSI Giuseppina,PROCACCI Annamaria
Alleanza Nazionale-12;MACERATINI Giulio,CUSIMANO Vito,MOLTISANTI Marisa,SIGNORELLI Ferdinando,PACE Lodovico,BEVILACQUA Francesco,BATTAGLIA Antonio,BECCHELLI Umberto,CURTO Euprepio,DE CORATO Riccardo,PEDRIZZI Riccardo,BAIOLETTI Antonella,BATTAGLIA Antonio,BECCHELLI Umberto,BERSELLI Filippo,BEVILACQUA Francesco,BUCCIERO Ettore,CASILLO Francesco,COZZOLINO Carmine,CURTO Euprepio,CUSIMANO Vito,DANIELI Paolo,DE CORATO Riccardo,DEMASI Vincenzo,FISICHELLA Domenico,FLORINO Michele,GRIPPALDI Giuseppe Roberto,GUARRA Antonio,LISI Antonio,MAGLIOCCHETTI Bruno,MAGLIOZZI Erasmo,MAIORCA Vincenzo,MARINELLI Ferdinando,MARTELLI Valentino,MEDURI Renato,MININNI-JANNUZZI Giuseppe,MISSERVILLE Romano,MOLINARI Mafalda,MOLTISANTI Marisa,MONTELEONE Antonino,MULAS Giuseppe,NATALI Luigi,PACE Lodovico,PEDRIZZI Riccardo,PONTONE Francesco,PORCARI Saverio Salvatore,POZZO Cesare,PRESTI Domenico,RAGNO Salvatore,RAMPONI Luigi,RECCIA Filippo,SCALONE Filiberto,SIGNORELLI Ferdinando,SPECCHIA Giuseppe,SQUITIERI Pasquale,TURINI Giuseppe,VEVANTE SCIOLETTI Maria,XIUME' Giombattista
Centro Cristiano Democratico-12;PALOMBI Massimo,LA RUSSA Vincenzo,BONANSEA Claudio,NAPOLI Roberto,BELLONI Antonio,BONANSEA Claudio,BRIENZA Giuseppe,CAPONE Alfonso,CORMEGNA Gilberto,FRONZUTI Giuseppe,GEI Giovanni,LA RUSSA Vincenzo,MENSORIO Carmine,MONGIELLO Giovanni,NAPOLI Roberto,PEPE Luigi,RIGHETTI Franco,SILIQUINI Maria Grazia
Forza Italia-12;LA LOGGIA Enrico,PREVITI Cesare,CAPUTO Livio,LA LOGGIA Enrico,STANZANI GHEDINI Sergio,TERRACINI Giulio Mario,ALBERTI CASELLATI Maria Elisabetta,GARATTI Luciano,ZACCAGNA Giovanni,ALBERTI CASELLATI Maria Elisabetta,BECCARIA Giampiero,BOROLI Silvano,BUCCI Michele Arcangelo,CAMPUS Gianvittorio,CAPUTO Livio,CONTESTABILE Domenico,D'ALI' Antonio,D'IPPOLITO VITALE Ida,DI BENEDETTO Doriano,FIEROTTI Michele,GALLOTTI Pier Giorgio,GARATTI Luciano,GERMANA' Basilio,GRILLO Luigi,LASAGNA Roberto,LORUSSO Antonio,MANCUSO Carmine,MANIS Adolfo,MERIGLIANO Luciano,NISTICO' Giuseppe,PELLITTERI Gioacchino,PETRICCA Gianfranco,PREVITI Cesare,RADICE Roberto Maria,RIANI Paolo,ROMOLI Ettore,SCOGNAMIGLIO PASINI Carlo Luigi,SCOPELLITI Francesca,SPISANI Gianfranco,STANZANI GHEDINI Sergio,SURIAN Enrico,TERRACINI Giulio Mario,VENTUCCI Cosimo,ZACCAGNA Giovanni,ZANETTI Massimo,ZEFFIRELLI Franco
Lega Nord-12;SPERONI Francesco Enrico,TABLADINI Francesco,ARMANI Costantino,ROSSO Mario,ROVEDA Luigi,TERZI Silvestro,BRICCARELLO Giovanna,PAINI Gianpaolo,ANDREOLI Remo,BASTIANETTO Renato,BEDONI Marisa,BINAGHI Giovanni,BOSCO Rinaldo,BOSO Erminio Enzo,BRAMBILLA Giorgio,BRIGANDI' Matteo,BRUGNETTINI Massimo,BUSNELLI Erminio,CAPPELLI Sergio,CARINI Ivaldo,CARNOVALI Gianluigi,CAVITELLI Giorgio,CECCATO Giuseppe,COPERCINI Pierluigi,CORMEGNA Gilberto,DELL'UOMO Biagio Antonio,DOLAZZA Massimo,ELLERO Renato,FABRIS Giovanni,FANTE Franco,FONTANINI Pietro,FRIGERIO Maurilio,GANDINI Giorgio,GIBERTONI Paolo,GUGLIERI Andrea,LOMBARDI-CERRI Gian Luigi,LORENZI Luciano,MAFFINI Italico,MANARA Elia,MANFROI Donato,MARCHINI Corinto,MASIERO Mario,MATTEJA Bruno,MIGLIO Gianfranco,PAGLIARINI Giancarlo,PEDRAZZINI Celestino,PERIN Valentino,PERUZZOTTI Luigi,PODESTA' Emilio,PREIONI Marco,REGIS Claudio,ROBUSTI Giovanni,SCAGLIONE Massimo,SERENA Antonio,SERRA Enrico,SILIQUINI Maria Grazia,SPERONI Francesco Enrico,STAGLIENO Marcello,STEFANI Stefano,TABLADINI Francesco,VISENTIN Roberto,WILDE Massimo
Partito Popolare Italiano-12;MANCINO Nicola,CARPENEDO Diego,FOLLONI Gian Guido,LAURIA Michele,BACCARINI Romano,LAURIA Michele,BACCARINI Romano,BEDIN Tino,BORGIA Nicola Salvatore,CARPENEDO Diego,CECCHI GORI Vittorio,COSTA Rosario Giorgio,GREGORELLI Aldo,PERLINGIERI Pietro,PETRICCA Gianfranco,ANDREOTTI Giulio,BACCARINI Romano,BALLESI Carlo,BEDIN Tino,BO Carlo,BONANDRINI Vincenzo,BORGIA Nicola Salvatore,CAMO Giuseppe,CARPENEDO Diego,CASTELLANI Pierluigi,CECCHI GORI Vittorio,COSTA Rosario Giorgio,COVIELLO Romualdo Vittorio,CUSUMANO Stefano,DEGAUDENZ Aldo,DELFINO Teresio,DIANA Lino,DOPPIO Giuseppe,FANFANI Amintore,FAVILLA Mauro,FERRARI Francesco,FOLLONI Gian Guido,GREGORELLI Aldo,GRILLO Luigi,LADU Salvatore,LAURIA Michele,LAVAGNINI Severino,PALUMBO Aniello,PERLINGIERI Pietro,PETRICCA Gianfranco,PINTO Michele,SECCHI Carlo,TAMPONI Pietro,ZANOLETTI Tomaso,ZECCHINO Ortensio
Progressisti - Federativo-12;SALVI Cesare,BARBIERI Silvia,CAVAZZUTI Filippo,DE GUIDI Guido Cesare,GUERZONI Luciano,SMURAGLIA Carlo,BUCCIARELLI Anna Maria,FORCIERI Giovanni Lorenzo,ALBERICI Aureliana,BRATINA Diodato (Darko),BRUTTI Massimo,CASADEI MONTI Pierpaolo,GAROFALO Carmine,MIGONE Gian Giacomo,PAGANO Maria Grazia,PASQUINO Gianfranco,PELELLA Enrico,PELLEGRINO Giovanni,PETRUCCIOLI Claudio,SCIVOLETTO Concetto,ALBERICI Aureliana,ANGELONI Luana,BAGNOLI Paolo,BARBIERI Silvia,BENVENUTI Roberto,BERTONI Raffaele,BETTONI BRANDANI Monica,BISCARDI Luigi,BONAVITA Massimo,BORRONI Roberto,BRATINA Diodato (Darko),BRUNO GANERI Antonella,BRUTTI Massimo,BUCCIARELLI Anna Maria,CADDEO Rossano,CARPI Umberto,CARPINELLI Carlo,CASADEI MONTI Pierpaolo,CAVAZZUTI Filippo,CHERCHI Salvatore,CIONI Graziano,CORASANITI Aldo,CORRAO Ludovico,CORVINO Michele,CRESCENZIO Mario,D'ALESSANDRO PRISCO Franca,DANIELE GALDI Maria Grazia,DE GUIDI Guido Cesare,DE LUCA Michele,DE MARTINO Guido,DI BELLA Saverio,DI ORIO Ferdinando,DONISE Eugenio Mario,FALOMI Antonio,FAVUZZI Domenico,FORCIERI Giovanni Lorenzo,GAROFALO Carmine,GIOVANELLI Fausto,GRUOSSO Vito,GUERZONI Luciano,IMPOSIMATO Ferdinando,LAFORGIA Pietro Leonida,LARIZZA Rocco,LAURICELLA Angelo,LONDEI Giorgio,LORETO Rocco Vito,MANTOVANI Silvio,MASULLO Aldo,MICELE Silvano,MIGONE Gian Giacomo,MORANDO Enrico,PAGANO Maria Grazia,PAPPALARDO Ferdinando,PAROLA Vittorio,PASQUINO Gianfranco,PELELLA Enrico,PELLEGRINO Giovanni,PETRUCCI Patrizio,PETRUCCIOLI Claudio,PIETRA LENZI Enrica,PREVOSTO Antonio,ROGNONI Carlo,RUSSO Giovanni,SARTORI Maria Antonietta,SCAGLIOSO Cosimo,SCIVOLETTO Concetto,SCRIVANI Osvaldo,SENESE Salvatore,SICA Vincenzo,SMURAGLIA Carlo,STAJANO Corrado,STANISCIA Angelo,STEFANO Ippazio,TORLONTANO Glauco,VALLETTA Antonino,VELTRI Massimo,VIGEVANI Fausto,VILLONE Massimo
Laburista-Socialista-Progressista-12;SELLITTI Michele,GUBBINI Carlo,FARDIN Gianni,BALDELLI Orietta,BARRA Francesco,DE MARTINO Francesco,FARDIN Gianni,GUBBINI Carlo,MANIERI Maria Rosaria,MARINI Cesare,MODOLO Maria Antonia,VOZZI Antonio
Progressisti-Verdi-La Rete-12;RONCHI Edo,DI MAIO Bruno,ROCCHI Carla,ABRAMONTE Anna Maria,CAMPO Giovanni,CANGELOSI Pietro,CARELLA Francesco,DE NOTARIS Francesco,FALQUI Enrico,LUBRANO DI RICCO Giovanni,MANCONI Luigi,MANCUSO Carmine,PIERONI Maurizio
Rifondazione Comunista - Progressisti-12;SALVATO Ersilia,CAPONI Leonardo,MARCHETTI Fausto,BERGONZI Piergiorgio,DIONISI Angelo,ALO' Pietro,CARCARINO Antonio,CARPI Umberto,CRIPPA Aurelio Giuseppe,CUFFARO Antonino,FAGNI Edda,FISCHETTI Antonio,GALLO Domenico,MANZI Luciano,ORLANDO Angelo Ilario,PUGLIESE Giuseppe,ROSSI Angelo Antonio,SERRI Rino,TRIPODI Girolamo
Misto-12;RIZ Roland,DUJANY Cesare,GUALTIERI Libero,DE PAOLI Elidio,ABRAMONTE Anna Maria,AGNELLI Giovanni,ANDREOLI Remo,BASTIANETTO Renato,BINAGHI Giovanni,BOBBIO Norberto,BRICCARELLO Giovanna,CAMPO Giovanni,CANGELOSI Pietro,COSSIGA Francesco,DE NOTARIS Francesco,DEBENEDETTI Franco,DI MAIO Bruno,FERRARI Karl,FISICHELLA Domenico,GALLO Domenico,GIURICKOVIC Pietro,LEONE Giovanni,MAGRIS Claudio,MASIERO Mario,MATTEJA Bruno,MIGLIO Gianfranco,PASSIGLI Stefano,ROSSI Angelo Antonio,ROVEDA Luigi,SERRA Enrico,SERRI Rino,SPADOLINI Giovanni,STAGLIENO Marcello,TAPPARO Giancarlo,TAVIANI Emilio Paolo,THALER AUSSERHOFER Helga,VALIANI Leo,VISENTINI Bruno
Lega Italiana Federalista-12;ROSSO Mario,PODESTA' Emilio,BINAGHI Giovanni,DELL'UOMO Biagio Antonio,ANDREOLI Remo,GUGLIERI Andrea,ANDREOLI Remo,ARMANI Costantino,BINAGHI Giovanni,CAPPELLI Sergio,DELL'UOMO Biagio Antonio,ELLERO Renato,GANDINI Giorgio,GUGLIERI Andrea,MASIERO Mario,MININNI-JANNUZZI Giuseppe,PODESTA' Emilio,STAGLIENO Marcello
Cristiani Democratici Uniti-12;FOLLONI Gian Guido,PERLINGIERI Pietro,ZANOLETTI Tomaso,COSTA Rosario Giorgio,BALLESI Carlo,BRICCARELLO Giovanna,CAMO Giuseppe,COSTA Rosario Giorgio,CUSUMANO Stefano,DEGAUDENZ Aldo,DELFINO Teresio,FABRIS Pietro,PERLINGIERI Pietro,SECCHI Carlo,TAMPONI Pietro,ZANOLETTI Tomaso
Sinistra Democratica-12;GUALTIERI Libero,PASSIGLI Stefano,TAPPARO Giancarlo,BOBBIO Norberto,CORASANITI Aldo,CORRAO Ludovico,DEBENEDETTI Franco,GIURICKOVIC Pietro,PASSIGLI Stefano,PERUZZA Paolo,TAPPARO Giancarlo,VALIANI Leo,VISENTINI Bruno
Alleanza Nazionale-13;MACERATINI Giulio,CUSIMANO Vito,LISI Antonio,MANTICA Alfredo,PEDRIZZI Riccardo,PORCARI Saverio Salvatore,SPECCHIA Giuseppe,PACE Lodovico,BEVILACQUA Francesco,MARRI Italo,BATTAGLIA Antonio,BORNACIN Giorgio,CAMPUS Gianvittorio,CURTO Euprepio,DE CORATO Riccardo,DEMASI Vincenzo,MANTICA Alfredo,PALOMBO Mario,PEDRIZZI Riccardo,BASINI Giuseppe,BATTAGLIA Antonio,BEVILACQUA Francesco,BONATESTA Michele,BORNACIN Giorgio,BOSELLO Furio,BUCCIERO Ettore,CAMPUS Gianvittorio,CARUSO Antonino,CASTELLANI Carla,COLLINO Giovanni,COZZOLINO Carmine,CURTO Euprepio,CUSIMANO Vito,DANIELI Paolo,DE CORATO Riccardo,DEMASI Vincenzo,FISICHELLA Domenico,FLORINO Michele,LISI Antonio,MACERATINI Giulio,MAGGI Ernesto,MAGLIOCCHETTI Bruno,MAGNALBO' Luciano,MANTICA Alfredo,MARRI Italo,MARTELLI Valentino,MEDURI Renato,MISSERVILLE Romano,MONTELEONE Antonino,MULAS Giuseppe,PACE Lodovico,PALOMBO Mario,PASQUALI Adriana,PEDRIZZI Riccardo,PELLICINI Piero,PONTONE Francesco,PORCARI Saverio Salvatore,RAGNO Salvatore,RECCIA Filippo,SERENA Antonio,SERVELLO Francesco,SILIQUINI Maria Grazia,SPECCHIA Giuseppe,TURINI Giuseppe,VALENTINO Giuseppe,ZAMBRINO Arturo Mario
Centro Cristiano Democratico-13;D'ONOFRIO Francesco,FAUSTI Franco,NAPOLI Roberto,ZANOLETTI Tomaso,COSTA Rosario Giorgio,FUMAGALLI CARULLI Ombretta,NAPOLI Bruno,TAROLLI Ivo,NAPOLI Bruno,BIASCO Francesco Saverio,BOSI Francesco,BRIENZA Giuseppe,CALLEGARO Luciano,CIRAMI Melchiorre,D'ONOFRIO Francesco,DANZI Corrado,DE SANTIS Carmine,DENTAMARO Ida Maria,FAUSTI Franco,FUMAGALLI CARULLI Ombretta,LO CURZIO Giuseppe,LOIERO Agazio,MINARDO Riccardo,NAPOLI Bruno,NAPOLI Roberto,NAVA Davide,PIREDDA Matteo,RONCONI Maurizio,SILIQUINI Maria Grazia,TAROLLI Ivo
Unione Democratici per l' Europa (UDEUR)-13;FOLLONI Gian Guido,NAPOLI Roberto,DI BENEDETTO Doriano,LAURIA Baldassare,NAPOLI Roberto,ZANOLETTI Tomaso,CIMMINO Tancredi,LAURIA Baldassare,MARTELLI Valentino,MELUZZI Alessandro,MUNDI Vittorio,RONCONI Maurizio,ZANOLETTI Tomaso,CIMMINO Tancredi,COSTA Rosario Giorgio,MINARDO Riccardo,NAVA Davide,RONCONI Maurizio,CIMMINO Tancredi,PORCARI Saverio Salvatore,CALLEGARO Luciano,CAMO Giuseppe,CIMMINO Tancredi,CIRAMI Melchiorre,CORTELLONI Augusto,COSSIGA Francesco,COSTA Rosario Giorgio,DENTAMARO Ida Maria,DI BENEDETTO Doriano,FILOGRANA Eugenio,FIRRARELLO Giuseppe,FOLLONI Gian Guido,GIORGIANNI Angelo,GUBERT Renzo,JACCHIA Enrico,LAURIA Baldassare,LOIERO Agazio,MARTELLI Valentino,MELUZZI Alessandro,MISSERVILLE Romano,MUNDI Vittorio,NAVA Davide,PORCARI Saverio Salvatore,RONCONI Maurizio,SCOGNAMIGLIO PASINI Carlo Luigi,ZANOLETTI Tomaso
Forza Italia-13;LA LOGGIA Enrico,BALDINI Massimo,NOVI Emiddio,PERA Marcello,VEGAS Giuseppe,VENTUCCI Cosimo,BETTAMIO Giampaolo,ASCIUTTI Franco,AZZOLLINI Antonio,BALDINI Massimo,BETTAMIO Giampaolo,BRUNI Giovanni,BUCCI Michele Arcangelo,CAMBER Giulio,CAMPUS Gianvittorio,CENTARO Roberto,CONTESTABILE Domenico,CORTELLONI Augusto,COSTA Rosario Giorgio,D'ALI' Antonio,DE ANNA Dino,DI BENEDETTO Doriano,ERROI Bruno,FILOGRANA Eugenio,FIRRARELLO Giuseppe,GAWRONSKI Jas,GERMANA' Basilio,GRECO Mario,GRILLO Luigi,JACCHIA Enrico,LA LOGGIA Enrico,LASAGNA Roberto,LAURIA Baldassare,LAURO Salvatore,MAGGIORE Giuseppe,MANCA Vincenzo Ruggero,MANFREDI Luigi,MANIS Adolfo,MARTELLI Valentino,MELUZZI Alessandro,MILIO Pietro,MINARDO Riccardo,MUNDI Vittorio,MUNGARI Vincenzo,NOVI Emiddio,PASTORE Andrea,PERA Marcello,PIANETTA Enrico,PICCIONI Lorenzo,PORCARI Saverio Salvatore,RECCIA Filippo,RIZZI Enrico,ROTELLI Ettore,SCHIFANI Renato,SCOGNAMIGLIO PASINI Carlo Luigi,SCOPELLITI Francesca,SELLA DI MONTELUCE Nicolo',TERRACINI Giulio Mario,TOMASSINI Antonio,TONIOLLI Marco,TRAVAGLIA Sergio,VEGAS Giuseppe,VENTUCCI Cosimo,VERTONE Saverio,ZEFFIRELLI Franco
Lega Forza Nord Padania-13;CASTELLI Roberto,GASPERINI Luciano,SPERONI Francesco Enrico,PERUZZOTTI Luigi,MANFROI Donato,MORO Francesco,PERUZZOTTI Luigi,AMORENA Michele,COLLA Adriano,MORO Francesco,COLLA Adriano,AMORENA Michele,ROSSI Sergio,AMORENA Michele,ANTOLINI Renzo,AVOGADRO Roberto,BIANCO Walter,BRIGNONE Guido,CASTELLI Roberto,CECCATO Giuseppe,COLLA Adriano,DOLAZZA Massimo,GASPERINI Luciano,GNUTTI Vito,JACCHIA Enrico,LAGO Luciano,LEONI Giuseppe,LORENZI Luciano,MANARA Elia,MANFROI Donato,MORO Francesco,PERUZZOTTI Luigi,PREIONI Marco,PROVERA Fiorello,ROSSI Sergio,SERENA Antonio,SPERONI Francesco Enrico,STIFFONI Piergiorgio,TABLADINI Francesco,TIRELLI Francesco,VISENTIN Roberto,WILDE Massimo
Partito Popolare Italiano-13;ELIA Leopoldo,GIARETTA Paolo,GIARETTA Paolo,LAVAGNINI Severino,VERALDI Donato Tommaso,CASTELLANI Pierluigi,ROBOL Alberto,ROBOL Alberto,CASTELLANI Pierluigi,FOLLIERI Luigi,FUSILLO Nicola,MONTAGNINO Antonio Michele,MONTICONE Alberto Adalgisio,POLIDORO Giovanni,ROBOL Alberto,VERALDI Donato Tommaso,AGOSTINI Gerardo,ANDREOLLI Tarcisio,ANDREOTTI Giulio,BEDIN Tino,BO Carlo,CASTELLANI Pierluigi,CECCHI GORI Vittorio,COVIELLO Romualdo Vittorio,DIANA Lino,ELIA Leopoldo,ERROI Bruno,FANFANI Amintore,FOLLIERI Luigi,FUSILLO Nicola,GIARETTA Paolo,GIORGIANNI Angelo,LAURIA Michele,LAVAGNINI Severino,LO CURZIO Giuseppe,MANCINO Nicola,MONTAGNINO Antonio Michele,MONTICONE Alberto Adalgisio,PALUMBO Aniello,PINTO Michele,POLIDORO Giovanni,RESCAGLIO Angelo,ROBOL Alberto,TAVIANI Emilio Paolo,TOIA Patrizia,VERALDI Donato Tommaso,ZECCHINO Ortensio,ZILIO Giancarlo
Comunista-13;MARINO Luigi,SALVATO Ersilia,MARCHETTI Fausto,BERGONZI Piergiorgio,ALBERTINI Renato,BERGONZI Piergiorgio,CAPONI Leonardo,CARCARINO Antonio,CO' Fausto,CRIPPA Aurelio Giuseppe,MANZI Luciano,MARCHETTI Fausto,MARINO Luigi,RUSSO SPENA Giovanni,SALVATO Ersilia
Rinnovamento Italiano-13;DEL TURCO Ottaviano,MAZZUCA POGGIOLINI Carla,BESSO CORDERO Livio,BRUNI Giovanni,D'URSO Mario,DEL TURCO Ottaviano,FIORILLO Bianca Maria,GIORGIANNI Angelo,IULIANO Giovanni,MANIERI Maria Rosaria,MARINI Cesare,MAZZUCA POGGIOLINI Carla,OSSICINI Adriano
