name;nodes
Democratico Cristiano-06;BARTOLOMEI Giuseppe,SPAGNOLLI Giovanni,BARTOLOMEI Giuseppe,DAL FALCO Luciano,DE VITO Salverino,DE CAROLIS Giancarlo,DE VITO Salverino,SANTALCO Carmelo,SPIGAROLI Alberto,ABIS Lucio,ACCILI Achille,AGRIMI Alessandro,ALESSANDRINI Pio,ARCUDI Domenico,ASSIRELLI Elio,ATTAGUILE Gioacchino,AZIMONTI Pierino,BALDINI Mario,BARBARO Luigi,BARRA Vincenzo,BARTOLOMEI Giuseppe,BELOTTI Giuseppe,BENAGLIA Lucio,BERLANDA Paolo,BERTOLA Ermenegildo,BETTIOL Giuseppe Maria,BIAGGI Nullo,BO Giorgio,BOANO Giovanni,BONADIES Antonio,BOSCO Giacinto,BURTULO Luigi,CACCHIOLI Gino,CALVI Ettore,CAROLLO Vincenzo,CARON Giuseppe,CARRARO Luigi,CASSARINO Giovanni,CASSIANI Gennaro,CENGARLE Onorio,CERAMI Giuseppe,COLELLA Pietro,COLLESELLI Arnaldo,COPPO Dionigi,COPPOLA Mattia,COSTA Mario,CURATOLO Wladimiro,DAL CANTON Maria Pia,DAL FALCO Luciano,DALVIT Luigi,DE CAROLIS Giancarlo,DE DOMINICIS Pietro,DE GIUSEPPE Giorgio,DE LUCA Angelo,DE MARZI Fernando,DE PONTI Ubaldo,DE VITO Salverino,DE ZAN Fabiano,DEL NERO Alberto,DELLA PORTA Onio,DERIU Francesco,ERMINI Giuseppe,FALCUCCI Franca,FANFANI Amintore,FARABEGOLI Furio,FERRARI Francesco,FOLLIERI Mario,FORMA Renzo,FRACASSI Giuseppe,GATTO Eugenio,GAUDIO Domenico,GAVA Silvio,GENOVESE Luigi,GIRAUDO Giovanni,GONELLA Guido,LA PENNA Girolamo,LA ROSA Giuseppe,LEGGIERI Vincenzo,LIGIOS Stefano Giosue',LIMONI Dino,LISI Emanuele,MANENTE COMUNALE Peppino,MARCORA Giovanni,MARTINA Michele,MARTINAZZOLI Mino,MARTINELLI Mario,MAZZAROLLI Antonio,MAZZOLI Giacomo Samuele,MEDICI Giuseppe,MERLONI Francesco,MONETI Alfredo,MONTINI Gustavo,MORLINO Tommaso,MURMURA Antonino,NICCOLI Alessandro,NOE' Luigi,OLIVA Giorgio,ORLANDO Giulio Cesare,PACINI Arturo,PALA Pietro,PASTORINO Carlo,PATRINI Narciso Franco,PECORARO Antonio,PELIZZO Guglielmo,PELLA Giuseppe,PERRINO Vitantonio,PICARDI Bonaventura,PICCIONI Attilio,POZZAR Vittorio,REBECCHINI Francesco,RICCI Cristoforo,RIPAMONTI Camillo,RIZZO Antonino,ROSA Vito,ROSATI Luigi Candido,RUSSO Arcangelo,RUSSO Luigi,SALERNO Carmelo Francesco,SAMMARTINO Remo,SANTALCO Carmelo,SANTI Mario,SANTONASTASO Giuseppe,SARTI Adolfo,SCAGLIA Giovanni Battista,SCARDACCIONE Decio,SCELBA Mario,SCIPIONI Alfredo,SEGNANA Remo,SEGNI Antonio,SENESE Ignazio Vincenzo,SICA Salvatore,SIGNORELLO Nicola,SMURRA Francesco,SPAGNOLLI Giovanni,SPATARO Giuseppe,SPIGAROLI Alberto,SPORA Ettore,TAMBRONI ARMAROLI Rodolfo,TANGA Alfonso,TESAURO Alfonso,TIBERI Romolo,TIRIOLO Elio,TOGNI Giuseppe,TORELLI Carlo,TOROS Mario,TREU Renato,VALSECCHI Athos,VARALDO Franco,VEDOVATO Giuseppe,VENTURI Giovanni,VERNASCHI Vincenzo,ZACCARI Raoul,ZENTI Leonello,ZUGNO Faustino
Movimento Sociale Italiano - Destra Nazionale-06;NENCIONI Gastone,BACCHI Giorgio,CROLLALANZA Araldo,PAZIENZA Michele,ARTIERI Giovanni,BACCHI Giorgio,BASADONNA Giuseppe,BONINO Uberto Fulvio,CAPUA Antonio,CROLLALANZA Araldo,DE FAZIO Mario,DE SANCTIS Valerio,DINARO Carmelo,ENDRICH Enrico,FILETTI Cristoforo,FIORENTINO Gaetano,FRANCO Francesco,GATTONI Alberto,LA RUSSA Antonino,LANFRE' Giovanni,LATANZA Domenico,MAJORANA Benedetto,MARIANI Franco,NENCIONI Gastone,PAZIENZA Michele,PECORINO Biagio,PEPE Giuseppe,PISANO' Giorgio,PISTOLESE Pietro,PLEBE Armando,TANUCCI NANNINI Fernando,TEDESCHI Mario
Partito Liberale Italiano-06;BERGAMASCO Giorgio,BROSIO Manlio,BROSIO Manlio,ROBBA Arturo,VALITUTTI Salvatore,BALBO Giuseppe,PREMOLI Augusto,ROBBA Arturo,ARENA Francesco,BALBO Giuseppe,BERGAMASCO Giorgio,BONALDI Umberto,BROSIO Manlio,GERMANO' Stefano,MERZAGORA Cesare,MONTALE Eugenio,PREMOLI Augusto,ROBBA Arturo,VALITUTTI Salvatore
Partito Socialista Italiano-06;PIERACCINI Giovanni,ZUCCALA' Michele,CIPELLINI Alberto,STIRATI Luciano Fabio,ZUCCALA' Michele,LICINI Paolo,VIGNOLA Mario,ALBERTINI Francesco,ARFE' Gaetano,ARNONE Luigi,AVEZZANO COMES Tommaso,BERMANI Alessandro,BLOISE Luigi,BUCCINI Domenico,CATELLANI Edoardo,CAVEZZALI Paolo,CIPELLINI Alberto,COLOMBO Renato,CORONA Achille,CORRETTO Nicola,CUCINELLI Aldo,DE MATTEIS Salvatore,FERRALASCO Giuseppe,FOSSA Francesco,GATTO Vincenzo,GROSSI Giuseppe,LEPRE Bruno,LICINI Paolo,MAROTTA Eugenio,MINNOCCI Giacinto,NENNI Pietro,PIERACCINI Giovanni,PITTELLA Domenico,ROSSI DORIA Manlio,SEGRETO Domenico,SIGNORI Silvano,STIRATI Luciano Fabio,TALAMONA Augusto,TORTORA Giuseppe,VIGLIANESI Italo,VIGNOLA Mario,VIVIANI Agostino,ZUCCALA' Michele
Repubblicano-06;
Sinistra Indipendente-06;PARRI Ferruccio,GALANTE GARRONE Carlo,OSSICINI Adriano,OSSICINI Adriano,ANTONICELLI Franco,BASSO Lelio,BONAZZI Delio,BRANCA Giuseppe,CORRAO Ludovico,GALANTE GARRONE Carlo,OSSICINI Adriano,PARRI Ferruccio,ROMAGNOLI CARETTONI Tullia,ROSSI Dante,SAMONA' Giuseppe
Partito Socialista Democratico Italiano-06;ARIOSTO Egidio,SCHIETROMA Dante,GARAVELLI Walter,PERITORE Domenico,ARIOSTO Egidio,AVERARDI Giuseppe,BARBERA Giuseppe,BERTINELLI Virginio,BUZIO Luigi,CIRIELLI Silvio,GARAVELLI Walter,GIULIANO Aniello,LATINO Carmelo,PERITORE Domenico,PORRO Carlo,SARAGAT Giuseppe,SCHIETROMA Dante,TEDESCHI Franco
Misto-06;CIFARELLI Michele,BRUGGER Peter,VENANZETTI Claudio,BRUGGER Peter,CIFARELLI Michele,FILLIETROZ Giuseppe,GRONCHI Giovanni,MAZZEI Luigi,PINTO Biagio,SPADOLINI Giovanni,VENANZETTI Claudio,ZANON Karl
Socialdemocratico - Liberale-07;ARIOSTO Egidio,BALBO Giuseppe,ARIOSTO Egidio,BALBO Giuseppe,BETTIZA Vincenzo,BUZIO Luigi,FENOALTEA Sergio,OCCHIPINTI Antonino,RIVA Dino,ROCCAMONTE Giosi,SARAGAT Giuseppe,SCHIETROMA Dante
Comunista-07;PERNA Edoardo Romano,DI MARINO Gaetano,TEDESCO TATO' Giglia,BERTONE Flavio Luigi,CEBRELLI Renato,MARANGONI Cesare,PIERALLI Piero,TALASSI Renata,AYASSOT Giovanni,BACICCHI Silvano,BELLINZONA Giovanni,BENASSI Ettore,BENEDETTI Gianfilippo,BERNARDINI Carlo,BERTI Antonio,BERTONE Flavio Luigi,BOLDRINI Arrigo,BOLDRINI Cleto,BOLLINI Rodolfo Pietro,BONAZZI Renzo,BONDI Giorgio,BUFALINI Paolo,CALAMANDREI Franco,CARRI Alessandro,CAZZATO Domenico,CEBRELLI Renato,CHIAROMONTE Gerardo,CHIELLI Walter,CIACCI Aurelio,COLAJANNI Napoleone,COLOMBI Arturo Raffaello,CONTERNO DEGLI ABBATI Anna Maria,COSSUTTA Armando,D'ANGELOSANTE Francesco Paolo,DE SABBATA Giorgio,DE SIMONE Domenico,DI MARINO Gaetano,DONELLI Claudio,FEDERICI Girolamo,FERMARIELLO Carlo,FERRUCCI Claudio,GADALETA Raffaele,GAROLI Giuseppe,GHERBEZ Gabriella,GIACALONE Vito,GIOVANNETTI Daverio Clementino,GUTTUSO Renato,IANNARONE Michele,LI VIGNI Mario,LUBERTI Franco,LUCCHI Giovanna,LUGNANO Francesco,MACALUSO Emanuele,MACCARRONE Pietro,MAFAI Simona,MAFFIOLETTI Roberto,MARANGONI Cesare,MARGOTTO Cesare,MASCAGNI Andrea,MERZARIO Modesto Gaetano,MILANI Giorgio,MINGOZZI Enzo,MIRAGLIA Michele,MODICA Enzo,MOLA Antonio,OTTAVIANI Ezio,PACIELLO Domenico,PECCHIOLI Ugo,PEGORARO Emilio,PELUSO Umile Francesco,PERITORE Domenico,PERNA Edoardo Romano,PETRELLA Generoso,PIERALLI Piero,PINNA Pietro,PISCITELLO Antonino,PISTILLO Michele,POLLASTRELLI Sergio,POLLIDORO Carlo,RAPPOSELLI Tonino,RINDONE Salvatore,ROMANIA Lionello Franco,ROMEO Antonio,ROSSI Raffaele,RUHL BONAZZOLA Ada Valeria,SALVUCCI Pasquale,SASSONE Irmo,SCUTARI Donato,SESTITO Mario,SGHERRI Evaristo,SPARANO Vincenzo,SQUARCIALUPI Vera Liliana,TEDESCO TATO' Giglia,TERRACINI Umberto,TOLOMELLI Araldo,TOURN Maria Luisa,TROPEANO Luigi,URBANI Giovanni Battista,VALENZA Pietro,VALORI Dario,VANIA Savino Giuseppe,VANZAN Nereo,VENANZI Mario,VERONESI Protogene,VIGNOLO Giuseppe,VILLI Claudio,VITALE Giuseppe,ZANINI Paolo,ZAVATTINI Agostino,ZICCARDI Angelo Raffaele
Democratico Cristiano-07;BARTOLOMEI Giuseppe,DE GIUSEPPE Giorgio,DE VITO Salverino,ASSIRELLI Elio,DE CAROLIS Giancarlo,ROSA Vito,CACCHIOLI Gino,DEL NERO Alberto,SANTALCO Carmelo,ABIS Lucio,ACCILI Achille,AGNELLI Umberto,AGRIMI Alessandro,ALETTI Urbano,AMADEO Aldo,ANDO' Oscar,ANDREATTA Beniamino,ASSIRELLI Elio,AVELLONE Giuseppe,BALDI Carlo,BARBARO Luigi,BARBI Paolo,BARTOLOMEI Giuseppe,BAUSI Luciano,BENAGLIA Lucio,BEORCHIA Claudio,BERSANI Giovanni,BEVILACQUA Paolo,BOGGIO Carlo,BOMBARDIERI Vincenzo,BOMPIANI Adriano,BONIFACIO Francesco Paolo,BORGHI Luigi,BUSSETI Attilio,BUZZI Carlo,CACCHIOLI Gino,CARBONI Marino,CAROLLO Vincenzo,CARRARO Luigi,CASTELLI Angelo,CENGARLE Onorio,CERAMI Giuseppe,CERVONE Vittorio,COCO Giovanni Silvestro,CODAZZI Alessandra,COLELLA Pietro,COLLESELLI Arnaldo,COLOMBO Vittorino (L.),COLOMBO Vittorino (V.),COPPO Dionigi,COSTA Mario,CRAVERO Dario,D'AMICO Errico,DAL FALCO Luciano,DE CAROLIS Giancarlo,DE GIUSEPPE Giorgio,DE VITO Salverino,DE ZAN Fabiano,DE' COCCI Danilo,DEGOLA Giorgio,DEL NERO Alberto,DEL PONTE Fausto,DELLA PORTA Onio,DERIU Francesco,FABBRI Francesco,FAEDO Alessandro Carlo,FALCUCCI Franca,FANFANI Amintore,FORMA Renzo,FOSCHI Armando,FRACASSI Giuseppe,GENOVESE Luigi,GIACOMETTI Delio,GIOVANNIELLO Giuseppe,GIROTTI Raffaele,GIUST Bruno,GONELLA Guido,GRASSINI Franco Alfredo,GRAZIOLI Carlo,GUI Luigi,GUSSO Giuliano,INNOCENTI Lino,LAPENTA Nicola,LIGIOS Stefano Giosue',LOMBARDI Domenico Raffaello,LOMBARDINI Siro,LONGO Giorgio,MANCINO Nicola,MANENTE COMUNALE Peppino,MARCHETTI Aristide,MARCORA Giovanni,MARTINAZZOLI Mino,MAZZOLI Giacomo Samuele,MEZZAPESA Pietro,MIROGLIO Giuseppe,MORLINO Tommaso,MURMURA Antonino,NOE' Luigi,ORLANDO Giulio Cesare,PACINI Arturo,PALA Pietro,PASTORINO Carlo,PECORARO Antonio,PEDINI Mario,RAMPA Leandro,REBECCHINI Francesco,RICCI Cristoforo,RIPAMONTI Camillo,RIZZO Antonino,ROMEI Carlo,ROSA Vito,ROSI Giorgio,ROSSI Gian Pietro,RUFFINO Gian Carlo,SALERNO Carmelo Francesco,SALVATERRA Tarcisio,SANTALCO Carmelo,SANTI Mario,SANTONASTASO Giuseppe,SARTI Adolfo,SCARDACCIONE Decio,SCELBA Mario,SCHIANO Pietro,SEGNANA Remo,SENESE Antonino,SENESE Ignazio Vincenzo,SIGNORELLO Nicola,SMURRA Francesco,SPEZIA Giovanni,SPITELLA Giorgio,STAMMATI Gaetano,TAMBRONI ARMAROLI Rodolfo,TANGA Alfonso,TARABINI Eugenio,TAVIANI Emilio Paolo,TIRIOLO Elio,TODINI Benedetto,TONUTTI Giuseppe,TOROS Mario,TREU Renato,TRIFOGLI Alfredo,TRUZZI Ferdinando,VALIANTE Mario,VERNASCHI Vincenzo,VETTORI Glicerio,VITALE Antonio
Movimento Sociale Italiano - Destra Nazionale-07;NENCIONI Gastone,CROLLALANZA Araldo,FRANCO Francesco,PAZIENZA Michele,ABBADESSA Giuseppe,ARTIERI Giovanni,BASADONNA Giuseppe,BONINO Uberto Fulvio,CROLLALANZA Araldo,FRANCO Francesco,GATTI Giovanni,LA RUSSA Antonino,MANNO Domenico,NENCIONI Gastone,PAZIENZA Michele,PECORINO Biagio,PISANO' Giorgio,PLEBE Armando,TEDESCHI Mario
Partito Liberale Italiano-07;
Partito Socialista Italiano-07;CIPELLINI Alberto,FERRALASCO Giuseppe,FINESSI Riode,SIGNORI Silvano,AJELLO Aldo,ALBERTINI Francesco,CAMPOPIANO Guido,CARNESELLA Giacomo,CATELLANI Edoardo,CIPELLINI Alberto,COLOMBO Renato,DALLE MURA Sauro,DE MATTEIS Salvatore,DI NICOLA Francesco,FABBRI Fabio,FERRALASCO Giuseppe,FINESSI Riode,FOSSA Francesco,LABOR Livio,LEPRE Bruno,LUZZATO CARPI Bruno,MARAVALLE Fabio,MINNOCCI Giacinto,NENNI Pietro,PITTELLA Domenico,POLLI Carlo,RUFINO Luciano,SCAMARCIO Gaetano,SEGRETO Domenico,SIGNORI Silvano,TALAMONA Augusto,VIGLIANESI Italo,VIGNOLA Mario,VIVIANI Agostino,ZITO Sisinio
Repubblicano-07;PINTO Biagio,SPADOLINI Giovanni,CIFARELLI Michele,VENANZETTI Claudio,CIFARELLI Michele,CIRESI Giuseppe,MONTALE Eugenio,PINTO Biagio,PITRONE Pietro,SPADOLINI Giovanni,VENANZETTI Claudio,VISENTINI Bruno
Sinistra Indipendente-07;ANDERLINI Luigi Silvestro,PARRI Ferruccio,ANDERLINI Luigi Silvestro,GALANTE GARRONE Carlo,LAZZARI Elia,ANDERLINI Luigi Silvestro,BASSO Lelio,BRANCA Giuseppe,BREZZI Paolo,GALANTE GARRONE Carlo,GIUDICE Giovanni,GOZZINI Mario,GUARINO Antonio,LA VALLE Raniero,LAZZARI Elia,MASULLO Aldo,MELIS Mario,OSSICINI Adriano,PARRI Ferruccio,PASTI Nino,ROMAGNOLI CARETTONI Tullia,ROMANO' Angelo,VINAY Tullio
Partito Socialista Democratico Italiano-07;ARIOSTO Egidio,SCHIETROMA Dante,OCCHIPINTI Antonino,RIVA Dino,ARIOSTO Egidio,BUZIO Luigi,FENOALTEA Sergio,OCCHIPINTI Antonino,RIVA Dino,ROCCAMONTE Giosi,SARAGAT Giuseppe,SCHIETROMA Dante
Misto-07;CIFARELLI Michele,MERZAGORA Cesare,BALBO Giuseppe,BRUGGER Peter,CROLLALANZA Araldo,VENANZETTI Claudio,ABBADESSA Giuseppe,AJELLO Aldo,BALBO Giuseppe,BETTIZA Vincenzo,BRUGGER Peter,CIFARELLI Michele,CROLLALANZA Araldo,FOSSON Pietro,FRANCO Francesco,GRONCHI Giovanni,LA RUSSA Antonino,LEONE Giovanni,MERZAGORA Cesare,MITTERDORFER Karl,MONTALE Eugenio,PECORINO Biagio,PINTO Biagio,PISANO' Giorgio,PITRONE Pietro,SPADOLINI Giovanni,VENANZETTI Claudio,VISENTINI Bruno,ZAPPULLI Cesare
Democrazia Nazionale - Costituente di Destra-07;NENCIONI Gastone,BONINO Uberto Fulvio,PAZIENZA Michele,ARTIERI Giovanni,BASADONNA Giuseppe,GATTI Giovanni,MANNO Domenico,PLEBE Armando,TEDESCHI Mario
Comunista-08;PERNA Edoardo Romano,COLAJANNI Napoleone,DI MARINO Gaetano,TEDESCO TATO' Giglia,BACICCHI Silvano,MAFFIOLETTI Roberto,MODICA Enzo,PIERALLI Piero,BUFALINI Paolo,CALAMANDREI Franco,CANETTI Nedo,CORALLO Salvatore,COSSUTTA Armando,DE SABBATA Giorgio,FELICETTI Nevio,FERMARIELLO Carlo,FERRARA Maurizio,LIBERTINI Lucio,MACALUSO Emanuele,MAFFIOLETTI Roberto,MILANI Giorgio,MODICA Enzo,ROMEO Antonio,RUHL BONAZZOLA Ada Valeria,TALASSI Renata,TERRACINI Umberto,VALORI Dario,ANGELIN Gastone,ANTONIAZZI Renzo,ARGIROFFI Emilio Maria Giuseppe,BACICCHI Silvano,BELLINZONA Giovanni,BENASSI Ettore,BENEDETTI Gianfilippo,BERTI Antonio,BERTONE Flavio Luigi,BOLDRINI Arrigo,BOLLINI Rodolfo Pietro,BONAZZI Renzo,BONDI Giorgio,BUFALINI Paolo,CALAMANDREI Franco,CALICE Giovanni,CANETTI Nedo,CAPRARI Alfredo,CARLASSARA Giovanni Battista,CAZZATO Domenico,CHIARANTE Giuseppe Antonio,CHIAROMONTE Gerardo,CHIELLI Walter,CIACCI Aurelio,COLAJANNI Napoleone,CONTERNO DEGLI ABBATI Anna Maria,CORALLO Salvatore,CORTESI Luigi,COSSUTTA Armando,DE SABBATA Giorgio,DI MARINO Gaetano,FELICETTI Nevio,FERMARIELLO Carlo,FERRARA Maurizio,FERRUCCI Claudio,FLAMIGNI Sergio,FRAGASSI Donato Michele,GATTI Giuseppe,GHERBEZ Gabriella,GIOVANNETTI Daverio Clementino,GRANZOTTO Giorgio,GRAZIANI Enrico Giuseppe,GROSSI Vinci,GUERRINI Paolo,GUTTUSO Renato,IANNARONE Michele,JOVANNITTI Bernardino Alvaro,LA PORTA Epifanio,LIBERTINI Lucio,LUCCHI Giovanna,LUGNANO Francesco,MACALUSO Emanuele,MAFFIOLETTI Roberto,MARGOTTO Cesare,MARSELLI Carlo,MARTINO Leopoldo Attilio,MASCAGNI Andrea,MERZARIO Modesto Gaetano,MIANA Silvio,MILANI Armelino,MILANI Giorgio,MIRAGLIA Michele,MODICA Enzo,MOLA Antonio,MONTALBANO Giuseppe,MORANDI Arrigo,OTTAVIANI Ezio,PANICO Pasquale,PAPALIA Antonino,PECCHIOLI Ugo,PERNA Edoardo Romano,PIERALLI Piero,PINNA Pietro,POLLASTRELLI Sergio,POLLIDORO Carlo,PROCACCI Giuliano,RAVERA Camilla,ROMEO Antonio,ROSSANDA Marina,RUHL BONAZZOLA Ada Valeria,SALVUCCI Pasquale,SASSONE Irmo,SEGA Vittorio,SESTITO Mario,SPARANO Vincenzo,STEFANI Dante,TALASSI Renata,TEDESCO TATO' Giglia,TERRACINI Umberto,TOLOMELLI Araldo,TROPEANO Luigi,URBANI Giovanni Battista,VALENZA Pietro,VALORI Dario,VECCHIETTI Tullio,VENANZI Mario,VITALE Giuseppe,ZAVATTINI Agostino,ZICCARDI Angelo Raffaele
Democratico Cristiano-08;BARTOLOMEI Giuseppe,DE GIUSEPPE Giorgio,DE GIUSEPPE Giorgio,DE VITO Salverino,MANCINO Nicola,ROSSI Gian Pietro,AMADEO Aldo,DEL PONTE Fausto,SANTALCO Carmelo,VITALE Antonio,DEL NERO Alberto,ACCILI Achille,AMADEO Aldo,BALDI Carlo,CARBONI Marino,CAROLLO Vincenzo,CODAZZI Alessandra,COLOMBO Vittorino (V.),COSTA Mario,DEL PONTE Fausto,FRACASSI Giuseppe,GRAZIOLI Carlo,JERVOLINO RUSSO Rosa,LAPENTA Nicola,LOMBARDI Domenico Raffaello,MARTINAZZOLI Mino,PACINI Arturo,ROSSI Gian Pietro,SALERNO Carmelo Francesco,SIGNORELLO Nicola,VENTURI Giovanni,VITALE Antonio,ABIS Lucio,ACCILI Achille,AGRIMI Alessandro,AMADEO Aldo,ANDREATTA Beniamino,AVELLONE Giuseppe,BALDI Carlo,BARIN Luigia,BARTOLOMEI Giuseppe,BAUSI Luciano,BEORCHIA Claudio,BERLANDA Enzo,BEVILACQUA Paolo,BISAGLIA Antonio,BOGGIO Carlo,BOMBARDIERI Vincenzo,BOMPIANI Adriano,BONIFACIO Francesco Paolo,BORZI Giuseppe,BUSSETI Attilio,BUZZI Carlo,CACCHIOLI Gino,CALARCO Antonino,CARBONI Marino,CAROLLO Vincenzo,CARRARO Luigi,CASTELLI Angelo,CENGARLE Onorio,CERAMI Giuseppe,COCO Giovanni Silvestro,CODAZZI Alessandra,COLELLA Pietro,COLOMBO Ambrogio,COLOMBO Vittorino (L.),COLOMBO Vittorino (V.),CORDARA Angelo,COSTA Mario,D'AGOSTINI Giulio,D'AMELIO Saverio,D'AMICO Errico,D'AREZZO Bernardo,DAL FALCO Luciano,DAMAGIO Saverio,DE CAROLIS Giancarlo,DE GIUSEPPE Giorgio,DE VITO Salverino,DE ZAN Fabiano,DE' COCCI Danilo,DEGOLA Giorgio,DEL NERO Alberto,DEL PONTE Fausto,DELLA PORTA Onio,DERIU Francesco,DI LEMBO Osvaldo,DONAT-CATTIN Carlo,FAEDO Alessandro Carlo,FALCUCCI Franca,FALLUCCHI Severino,FANFANI Amintore,FERRARA Nicola,FERRARI-AGGRADI Mario,FIMOGNARI Giuseppe,FORMA Renzo,FORNI Luciano,FOSCHI Armando,FRACASSI Giuseppe,GENOVESE Luigi,GIACOMETTI Delio,GILIBERTI Giuseppe,GIUST Bruno,GONELLA Guido,GRANELLI Luigi,GRASSI BERTAZZI Niccolo',GRAZIOLI Carlo,GUSSO Giuliano,JERVOLINO RUSSO Rosa,LA RUSSA Vincenzo,LAI Angelo,LAPENTA Nicola,LAVEZZARI Carlo,LIGIOS Stefano Giosue',LOMBARDI Domenico Raffaello,LONGO Giorgio,MACARIO Luigi,MANCINO Nicola,MANENTE COMUNALE Peppino,MARCHETTI Aristide,MARCORA Giovanni,MARIOTTI Ilo,MARTINAZZOLI Mino,MAZZA Libero,MAZZOLI Giacomo Samuele,MELANDRI Leonardo,MEZZAPESA Pietro,MIROGLIO Giuseppe,MORLINO Tommaso,MURMURA Antonino,NEPI Gualtiero,NERI Emilio,ORIANA Giuseppe,ORLANDO Giulio Cesare,PACINI Arturo,PALA Pietro,PASTORINO Carlo,PATRIARCA Francesco,PAVAN Angelo,PEDINI Mario,PETRILLI Giuseppe,REBECCHINI Francesco,RICCI Cristoforo,RIGGIO Antonino,RIPAMONTI Camillo,ROMEI Carlo,ROSA Vito,ROSI Giorgio,ROSSI Gian Pietro,RUMOR Mariano,SALERNO Carmelo Francesco,SALVATERRA Tarcisio,SANTALCO Carmelo,SAPORITO Learco,SARTI Adolfo,SCARDACCIONE Decio,SCELBA Mario,SCHIANO Pietro,SEGNANA Remo,SENESE Ignazio Vincenzo,SICA Salvatore,SIGNORELLO Nicola,SMURRA Francesco,SPEZIA Giovanni,SPITELLA Giorgio,STAMMATI Gaetano,TAMBRONI ARMAROLI Rodolfo,TANGA Alfonso,TARABINI Eugenio,TAVIANI Emilio Paolo,TIRIOLO Elio,TONUTTI Giuseppe,TOROS Mario,TRIGLIA Riccardo,TRUZZI Ferdinando,VALIANTE Mario,VENTURI Giovanni,VERNASCHI Vincenzo,VETTORI Glicerio,VINCELLI Sebastiano,VITALE Antonio,VITALONE Claudio
Movimento Sociale Italiano - Destra Nazionale-08;CROLLALANZA Araldo,LA RUSSA Antonino,MARCHIO Michele,PISTOLESE Pietro,POZZO Cesare,FINESTRA Aimone,RASTRELLI Antonio,FRANCO Francesco,CROLLALANZA Araldo,FILETTI Cristoforo,FINESTRA Aimone,FRANCO Francesco,LA RUSSA Antonino,MADONIA Vincenzo,MARCHIO Michele,MITROTTI Tommaso,MONACO Riccardo,PECORINO Biagio,PISANO' Giorgio,PISTOLESE Pietro,POZZO Cesare,RASTRELLI Antonio
Partito Liberale Italiano-08;
Partito Socialista Italiano-08;CIPELLINI Alberto,FORMICA Rino,BARSACCHI Paolo,SCAMARCIO Gaetano,SCEVAROLLI Gino,SIGNORI Silvano,BARSACCHI Paolo,BOZZELLO VEROLE Eugenio,BOZZELLO VEROLE Eugenio,DA ROIT Armando,DI NICOLA Francesco,FINESSI Riode,IANNELLI Francesco,MARAVALLE Fabio,NOCI Maurizio,NOVELLINI Enrico,PETRONIO Giuseppe Lelio,PITTELLA Domenico,SEGRETO Domenico,SPINELLI Francesco,BARSACCHI Paolo,BONIVER Margherita,BOZZELLO VEROLE Eugenio,CIPELLINI Alberto,DA ROIT Armando,DELLA BRIOTTA Libero,DI NICOLA Francesco,FABBRI Fabio,FERRALASCO Giuseppe,FINESSI Riode,FORMICA Rino,FOSSA Francesco,IANNELLI Francesco,LANDOLFI Antonio,LEPRE Bruno,MARAVALLE Fabio,MASCIADRI Cornelio,MONSELLATO Amleto,NENNI Pietro,NOCI Maurizio,NOVELLINI Enrico,PETRONIO Giuseppe Lelio,PITTELLA Domenico,QUARANTA Enrico,RECUPERO Francesco,SCAMARCIO Gaetano,SCEVAROLLI Gino,SEGRETO Domenico,SIGNORI Silvano,SPANO Roberto,SPINELLI Francesco,SPOZIO Attilio,TALAMONA Augusto,VIGNOLA Mario,ZITO Sisinio
Repubblicano-08;GUALTIERI Libero,SPADOLINI Giovanni,VENANZETTI Claudio,MINEO IGNAZIO,GUALTIERI Libero,MINEO IGNAZIO,MONTALE Eugenio,PINTO Biagio,SPADOLINI Giovanni,VALIANI Leo,VENANZETTI Claudio,VISENTINI Bruno
Sinistra Indipendente-08;ANDERLINI Luigi Silvestro,GOZZINI Mario,GOZZINI Mario,LAZZARI Elia,OSSICINI Adriano,ULIANICH Boris,ANDERLINI Luigi Silvestro,BRANCA Giuseppe,BREZZI Paolo,DE FILIPPO Eduardo,FIORI Peppino,GOZZINI Mario,LA VALLE Raniero,LAZZARI Elia,NAPOLEONI Claudio,OSSICINI Adriano,PARRI Ferruccio,PASTI Nino,RAVAIOLI Carla,RICCARDELLI Libero,ROMANO' Angelo,ULIANICH Boris,VINAY Tullio
Partito Socialista Democratico Italiano-08;SCHIETROMA Dante,ARIOSTO Egidio,BUZIO Luigi,CIOCE Cesarino Dante,CONTI PERSINI Gianfranco,MARTONI Anselmo,PARRINO Francesco,RIVA Dino,ROCCAMONTE Giosi,SARAGAT Giuseppe
Misto-08;BRUGGER Peter,FOSSON Pietro,MALAGODI Giovanni,STANZANI GHEDINI Sergio,BRUGGER Peter,FASSINO Giuseppe,FONTANARI Sergio,FOSSON Pietro,LEONE Giovanni,MALAGODI Giovanni,MERZAGORA Cesare,MITTERDORFER Karl,PASTI Nino,SPADACCIA Gianfranco,STANZANI GHEDINI Sergio
